"","variable","year","mean","sd","lower","upper"
"198","dep_t",2009,0.543693149260439,0.0631472299972277,0.449799571602699,0.653263512849122
"199","dep_t",2010,0.517952046549156,0.0588379549108685,0.427774510468855,0.613626583774357
"200","dep_t",2011,0.527996859248643,0.060358560227196,0.438290187081155,0.62890050087882
"201","dep_t",2012,0.554822049243912,0.0624669690732136,0.461083276486282,0.659999919901713
"202","dep_t",2013,0.567605780596652,0.0652350743628868,0.471927223416769,0.677123830585274
"203","dep_t",2014,0.56872737284043,0.0643584066905012,0.47439008955765,0.67695985083998
"204","dep_t",2015,0.573867938491653,0.0654963971046558,0.474824683007728,0.680224832208011
"205","dep_t",2016,0.518873629645613,0.0764097357860786,0.413778298914057,0.649741970101026
"206","dep_t",2017,0.450449044146095,0.067627288149792,0.35532429462959,0.569159895133441
"207","dep_t",2018,0.342872088522306,0.0576498123126766,0.257579084785817,0.439935906892035
"208","growth_t",1951,0.0749259333130751,0.0255662178374819,0.0320799961622657,0.115017010127753
"209","growth_t",1952,0.0622338522516299,0.0395477309206841,-0.00364106592878313,0.117901300078444
"210","growth_t",1953,0.0965803104685273,0.0273572241432917,0.0508510387661878,0.136574188042663
"211","growth_t",1954,0.117058665380869,0.0206042664238244,0.0854340805050314,0.149768303277113
"212","growth_t",1955,0.124166694825957,0.0189462944019116,0.0950450976358359,0.154535473684575
"213","growth_t",1956,0.115963645569308,0.0199574083888577,0.0841592204866084,0.147196351596802
"214","growth_t",1957,0.0978246959237213,0.0259801406250026,0.0550083555750988,0.135884315658992
"215","growth_t",1958,0.0784426493679381,0.0361807432834114,0.0193886187602213,0.125123896774338
"216","growth_t",1959,0.0837060602008851,0.0320938423041332,0.0257226433098931,0.128949396250043
"217","growth_t",1960,0.0967297008322934,0.0277473564221842,0.048435532664261,0.137287761790682
"218","growth_t",1961,0.114756952033711,0.0208390605127087,0.0817135127364924,0.147028273880342
"219","growth_t",1962,0.107041750019279,0.0235860409282235,0.0706049562775443,0.143399340591124
"220","growth_t",1963,0.101616867284934,0.0251951365980572,0.0593562143634414,0.13781136863321
"221","growth_t",1964,0.0851432833364647,0.0346268425260283,0.0279545495689364,0.128988429762686
"222","growth_t",1965,0.109297387386595,0.023302444063932,0.0709843448294793,0.143367280700678
"223","growth_t",1966,0.122910679646463,0.0189629924022516,0.093830875137088,0.153547855621214
"224","growth_t",1967,0.125390613434124,0.0181128486203455,0.0969254355721197,0.154315569685362
"225","growth_t",1968,0.126449465488363,0.0182822966951442,0.0981079708490138,0.155736497109356
"226","growth_t",1969,0.123183731341261,0.0185493064804655,0.093712304365555,0.153050935672987
"227","growth_t",1970,0.118101546356958,0.0201841656186663,0.0859736340284589,0.149026368449907
"228","growth_t",1971,0.115440618589164,0.0209115529000415,0.0831786337118345,0.148150830411286
"229","growth_t",1972,0.0931384047232302,0.0285481464026446,0.0426867330734725,0.135136810734091
"230","growth_t",1973,0.0358214825599953,0.0526137876876154,-0.0580289094918983,0.10062763925847
"231","growth_t",1974,0.0512626974793298,0.0432085284987742,-0.0235786773552838,0.108085196878723
"232","growth_t",1975,0.0745845651031194,0.0342391212486879,0.0151748466976361,0.120133667092975
"233","growth_t",1976,0.0946330815216434,0.0277117149422335,0.050072563543221,0.135939361828834
"234","growth_t",1977,0.0846464489092132,0.0343631688837057,0.0258312000349689,0.129743917242043
